subj,prop,id,obj,subj_id,prop_id,obj_id,s_aliases,o_aliases,s_uri,o_uri,s_wiki_title,o_wiki_title,s_pop,o_pop,question,possible_answers,obj_length,subj_length
Richard Marles,occupation,5576971,politician,2485567,22,2834605,"[""Richard Donald Marles""]","[""political leader"",""political figure"",""polit."",""pol""]",http://www.wikidata.org/entity/Q7327642,http://www.wikidata.org/entity/Q82955,Richard Marles,Politician,3515,25692,What is Richard Marles's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",10,14
Matthew Underwood,occupation,4271174,actor,1872485,22,1114174,"[""El papu de zoey 101""]","[""actress"",""actors"",""actresses""]",http://www.wikidata.org/entity/Q559052,http://www.wikidata.org/entity/Q33999,Matthew Underwood (actor),Actor,161,81374,What is Matthew Underwood's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",5,17
Ruby Rose,occupation,2918829,disc jockey,1250433,22,163605,"[""Ruby Rose Langenheim"",""Ruby""]","[""DJ"",""dee jay"",""dj"",""D.J."",""disk jockey"",""dee-jay"",""deejay"",""disquaire"",""discaire""]",http://www.wikidata.org/entity/Q3942185,http://www.wikidata.org/entity/Q130857,Ruby Rose,Disc jockey,245402,38478,What is Ruby Rose's occupation?,"[""disc jockey"", ""DJ"", ""dee jay"", ""dj"", ""D.J."", ""disk jockey"", ""dee-jay"", ""deejay"", ""disquaire"", ""discaire"", ""actor"", ""actress"", ""actors"", ""actresses"", ""television presenter"", ""host"", ""hostess"", ""TV host"", ""television host"", ""TV presenter"", ""TV anchor"", ""television anchor""]",11,9
Amin Amidu Sulemana,occupation,1046216,diplomat,447704,22,665281,[],[],http://www.wikidata.org/entity/Q16734129,http://www.wikidata.org/entity/Q193391,Amin Amidu Sulemana,Diplomat,127,14886,What is Amin Amidu Sulemana's occupation?,"[""diplomat"", ""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",8,19
William Watson,occupation,3174290,physician,1357911,22,1253162,"[""Watson""]","[""physicians"",""medical doctor"",""medical practitioner"",""doctor"",""medical doctors""]",http://www.wikidata.org/entity/Q462269,http://www.wikidata.org/entity/Q39631,William Watson (scientist),Physician,510,48188,What is William Watson's occupation?,"[""physician"", ""physicians"", ""medical doctor"", ""medical practitioner"", ""doctor"", ""medical doctors""]",9,14
Leonida Tonelli,occupation,1348390,mathematician,600831,22,520646,[],[],http://www.wikidata.org/entity/Q1819452,http://www.wikidata.org/entity/Q170790,Leonida Tonelli,Mathematician,520,23111,What is Leonida Tonelli's occupation?,"[""mathematician""]",13,15
Hawthorne James,occupation,969340,actor,412729,22,1114174,[],"[""actress"",""actors"",""actresses""]",http://www.wikidata.org/entity/Q16237544,http://www.wikidata.org/entity/Q33999,Hawthorne James,Actor,5497,81374,What is Hawthorne James's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",5,15
Bedřich Smetana,occupation,3403435,pianist,1464487,22,1490554,"[""Bedrich Smetana""]",[],http://www.wikidata.org/entity/Q48173,http://www.wikidata.org/entity/Q486748,Bedřich Smetana,Pianist,10742,6538,What is Bedřich Smetana's occupation?,"[""composer"", ""pianist""]",7,15
Adam Darr,occupation,2649572,composer,1141769,22,1189033,[],[],http://www.wikidata.org/entity/Q349104,http://www.wikidata.org/entity/Q36834,Adam Darr,Composer,138,28389,What is Adam Darr's occupation?,"[""composer""]",8,9
Sachiko Kokubu,occupation,2693461,actor,1159266,22,1114174,[],"[""actress"",""actors"",""actresses""]",http://www.wikidata.org/entity/Q3545964,http://www.wikidata.org/entity/Q33999,Sachiko Kokubu,Actor,115,81374,What is Sachiko Kokubu's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses"", ""model"", ""fashion model"", ""sitter"", ""poser""]",5,14
Howard Fowles,occupation,4503284,politician,1984707,22,2834605,[],"[""political leader"",""political figure"",""polit."",""pol""]",http://www.wikidata.org/entity/Q5919653,http://www.wikidata.org/entity/Q82955,Howard Fowles,Politician,73,25692,What is Howard Fowles's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",10,13
Esquerita,occupation,2311611,songwriter,1008524,22,2577376,"[""Eskew Reeder Jr"",""Steven Quincy Reeder Jr."",""S.Q. Reeder"",""SQ Jr.""]","[""song writer""]",http://www.wikidata.org/entity/Q3058617,http://www.wikidata.org/entity/Q753110,Esquerita,Songwriter,1419,25550,What is Esquerita's occupation?,"[""pianist"", ""songwriter"", ""song writer""]",10,9
René Bégin,occupation,1688359,politician,747877,22,2834605,"[""Rene Begin""]","[""political leader"",""political figure"",""polit."",""pol""]",http://www.wikidata.org/entity/Q2144565,http://www.wikidata.org/entity/Q82955,René Bégin,Politician,71,25692,What is René Bégin's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",10,10
Dean Alfange,occupation,3882000,politician,1693626,22,2834605,[],"[""political leader"",""political figure"",""polit."",""pol""]",http://www.wikidata.org/entity/Q5245973,http://www.wikidata.org/entity/Q82955,Dean Alfange,Politician,1334,25692,What is Dean Alfange's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",10,12
Emmanuel Nnamdi Uba,occupation,4033957,politician,1763092,22,2834605,"[""Andy Uba""]","[""political leader"",""political figure"",""polit."",""pol""]",http://www.wikidata.org/entity/Q5373308,http://www.wikidata.org/entity/Q82955,Emmanuel Nnamdi Uba,Politician,4564,25692,What is Emmanuel Nnamdi Uba's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",10,19
David Joyce,occupation,6530934,politician,2931028,22,2834605,"[""David Patrick Joyce""]","[""political leader"",""political figure"",""polit."",""pol""]",http://www.wikidata.org/entity/Q976778,http://www.wikidata.org/entity/Q82955,David Joyce (politician),Politician,1637,25692,What is David Joyce's occupation?,"[""lawyer"", ""attorney"", ""solicitor"", ""barrister"", ""lawyers"", ""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",10,11
Alan Bjerga,occupation,3255842,journalist,1397531,22,663400,[],"[""journo"",""journalists""]",http://www.wikidata.org/entity/Q4706188,http://www.wikidata.org/entity/Q1930187,Alan Bjerga,Journalist,82,24952,What is Alan Bjerga's occupation?,"[""journalist"", ""journo"", ""journalists""]",10,11
Sylwester Braun,occupation,5865732,photographer,2627297,22,1092260,"[""Kris""]","[""photog"",""photographers""]",http://www.wikidata.org/entity/Q7661075,http://www.wikidata.org/entity/Q33231,Sylwester Braun,Photographer,269,10855,What is Sylwester Braun's occupation?,"[""photographer"", ""photog"", ""photographers""]",12,15
John Bell,occupation,2416276,surgeon,1049069,22,2662279,[],"[""surgeons""]",http://www.wikidata.org/entity/Q3181033,http://www.wikidata.org/entity/Q774306,John Bell (surgeon),Surgeon,312,12671,What is John Bell's occupation?,"[""surgeon"", ""surgeons""]",7,9
Kamya Panjabi,occupation,4807954,actor,2116047,22,1114174,[],"[""actress"",""actors"",""actresses""]",http://www.wikidata.org/entity/Q6359918,http://www.wikidata.org/entity/Q33999,Kamya Panjabi,Actor,17881,81374,What is Kamya Panjabi's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",5,13
G. Karunakara Reddy,occupation,4177778,politician,1831666,22,2834605,[],"[""political leader"",""political figure"",""polit."",""pol""]",http://www.wikidata.org/entity/Q5512306,http://www.wikidata.org/entity/Q82955,G. Karunakara Reddy,Politician,671,25692,What is G. Karunakara Reddy's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",10,19
Nicholas Sanduleak,occupation,2111491,astronomer,924257,22,64448,[],[],http://www.wikidata.org/entity/Q2744653,http://www.wikidata.org/entity/Q11063,Nicholas Sanduleak,Astronomer,107,12368,What is Nicholas Sanduleak's occupation?,"[""astronomer""]",10,18
Claire Adams,occupation,2251381,actor,982529,22,1114174,"[""Claire Adams Mackinnon""]","[""actress"",""actors"",""actresses""]",http://www.wikidata.org/entity/Q2975001,http://www.wikidata.org/entity/Q33999,Claire Adams,Actor,503,81374,What is Claire Adams's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",5,12
Jari Porttila,occupation,4646096,journalist,2047366,22,663400,[],"[""journo"",""journalists""]",http://www.wikidata.org/entity/Q6160209,http://www.wikidata.org/entity/Q1930187,Jari Porttila,Journalist,153,24952,What is Jari Porttila's occupation?,"[""journalist"", ""journo"", ""journalists""]",10,13
Jon Eikemo,occupation,3154588,actor,1346339,22,1114174,[],"[""actress"",""actors"",""actresses""]",http://www.wikidata.org/entity/Q4587483,http://www.wikidata.org/entity/Q33999,Jon Eikemo,Actor,75,81374,What is Jon Eikemo's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",5,10
John Williams Tobey,occupation,4741585,architect,2085562,22,1296792,[],[],http://www.wikidata.org/entity/Q6264394,http://www.wikidata.org/entity/Q42973,John Williams Tobey,Architect,89,28889,What is John Williams Tobey's occupation?,"[""architect""]",9,19
Johann Heinrich Lambert,occupation,326188,mathematician,131586,22,520646,"[""Jean-Henri Lambert""]",[],http://www.wikidata.org/entity/Q122999,http://www.wikidata.org/entity/Q170790,Johann Heinrich Lambert,Mathematician,2922,23111,What is Johann Heinrich Lambert's occupation?,"[""astronomer"", ""physicist"", ""mathematician""]",13,23
David J. Brown,occupation,3866633,computer scientist,1686896,22,2832556,"[""Dave Brown""]",[],http://www.wikidata.org/entity/Q5235400,http://www.wikidata.org/entity/Q82594,David J. Brown (computer scientist),Computer scientist,393,11699,What is David J. Brown's occupation?,"[""computer scientist""]",18,14
Albert Bates,occupation,3261572,lawyer,1399762,22,1263908,"[""Albert Kealiinui Bates""]","[""attorney"",""solicitor"",""barrister"",""lawyers""]",http://www.wikidata.org/entity/Q4709706,http://www.wikidata.org/entity/Q40348,Albert Bates,Lawyer,322,43223,What is Albert Bates's occupation?,"[""lawyer"", ""attorney"", ""solicitor"", ""barrister"", ""lawyers""]",6,12
Akari Hayami,occupation,4651204,actor,2049550,22,1114174,[],"[""actress"",""actors"",""actresses""]",http://www.wikidata.org/entity/Q616579,http://www.wikidata.org/entity/Q33999,Akari Hayami,Actor,2251,81374,What is Akari Hayami's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",5,12
Bruce McDaniel,occupation,3583128,composer,1549859,22,1189033,[],[],http://www.wikidata.org/entity/Q4977981,http://www.wikidata.org/entity/Q36834,Bruce McDaniel,Composer,91,28389,What is Bruce McDaniel's occupation?,"[""composer""]",8,14
Richard Howland Hunt,occupation,5575241,architect,2484862,22,1296792,[],[],http://www.wikidata.org/entity/Q7326573,http://www.wikidata.org/entity/Q42973,Richard Howland Hunt,Architect,320,28889,What is Richard Howland Hunt's occupation?,"[""architect""]",9,20
Lindsay Ellingson,occupation,1990787,model,873750,22,1353943,[],"[""fashion model"",""sitter"",""poser""]",http://www.wikidata.org/entity/Q259587,http://www.wikidata.org/entity/Q4610556,Lindsay Ellingson,Model (person),2824,57327,What is Lindsay Ellingson's occupation?,"[""model"", ""fashion model"", ""sitter"", ""poser""]",5,17
Akimasa Nakamura,occupation,2996750,astronomer,1283304,22,64448,"[""Nakamura Akimasa""]",[],http://www.wikidata.org/entity/Q418427,http://www.wikidata.org/entity/Q11063,Akimasa Nakamura,Astronomer,291,12368,What is Akimasa Nakamura's occupation?,"[""astronomer""]",10,16
John Finlay,occupation,4711830,politician,2073748,22,2834605,[],"[""political leader"",""political figure"",""polit."",""pol""]",http://www.wikidata.org/entity/Q6233155,http://www.wikidata.org/entity/Q82955,John Finlay (Canadian politician),Politician,48,25692,What is John Finlay's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",10,11
Fernanda Vasconcellos,occupation,2529132,actor,1092969,22,1114174,[],"[""actress"",""actors"",""actresses""]",http://www.wikidata.org/entity/Q3325394,http://www.wikidata.org/entity/Q33999,Fernanda Vasconcellos,Actor,1174,81374,What is Fernanda Vasconcellos's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",5,21
Władysław Sławny,occupation,2712125,photographer,1166719,22,1092260,[],"[""photog"",""photographers""]",http://www.wikidata.org/entity/Q3570287,http://www.wikidata.org/entity/Q33231,Władysław Sławny,Photographer,21,10855,What is Władysław Sławny's occupation?,"[""photographer"", ""photog"", ""photographers""]",12,16
Aim,occupation,1576553,disc jockey,704058,22,163605,[],"[""DJ"",""dee jay"",""dj"",""D.J."",""disk jockey"",""dee-jay"",""deejay"",""disquaire"",""discaire""]",http://www.wikidata.org/entity/Q2003140,http://www.wikidata.org/entity/Q130857,Aim (musician),Disc jockey,1155,38478,What is Aim's occupation?,"[""disc jockey"", ""DJ"", ""dee jay"", ""dj"", ""D.J."", ""disk jockey"", ""dee-jay"", ""deejay"", ""disquaire"", ""discaire""]",11,3
Harvey Benge,occupation,4345863,photographer,1908739,22,1092260,[],"[""photog"",""photographers""]",http://www.wikidata.org/entity/Q5677037,http://www.wikidata.org/entity/Q33231,Harvey Benge,Photographer,102,10855,What is Harvey Benge's occupation?,"[""photographer"", ""photog"", ""photographers""]",12,12
Rose Beaudet,occupation,1053271,actor,450993,22,1114174,[],"[""actress"",""actors"",""actresses""]",http://www.wikidata.org/entity/Q16750791,http://www.wikidata.org/entity/Q33999,Rose Beaudet,Actor,88,81374,What is Rose Beaudet's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",5,12
Seif Sharif Hamad,occupation,5716400,politician,2550809,22,2834605,"[""Maalim Seif""]","[""political leader"",""political figure"",""polit."",""pol""]",http://www.wikidata.org/entity/Q7446652,http://www.wikidata.org/entity/Q82955,Seif Sharif Hamad,Politician,788,25692,What is Seif Sharif Hamad's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",10,17
Alexander Rinnooy Kan,occupation,1730929,mathematician,765040,22,520646,"[""Alexander Hendrik George Rinnooy Kan"",""Alexander H. G. Rinnooy Kan"",""A. H. G. Rinnooy Kan""]",[],http://www.wikidata.org/entity/Q2215214,http://www.wikidata.org/entity/Q170790,Alexander Rinnooy Kan,Mathematician,318,23111,What is Alexander Rinnooy Kan's occupation?,"[""mathematician"", ""economist"", ""economists""]",13,21
Thomas R. Whitney,occupation,5807710,politician,2598395,22,2834605,"[""Thomas Richard Whitney""]","[""political leader"",""political figure"",""polit."",""pol""]",http://www.wikidata.org/entity/Q759131,http://www.wikidata.org/entity/Q82955,Thomas R. Whitney,Politician,162,25692,What is Thomas R. Whitney's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",10,17
Sebaki Devi Das Tatma,occupation,5713334,politician,2549196,22,2834605,[],"[""political leader"",""political figure"",""polit."",""pol""]",http://www.wikidata.org/entity/Q7442335,http://www.wikidata.org/entity/Q82955,Sebaki Devi Das Tatma,Politician,26,25692,What is Sebaki Devi Das Tatma's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",10,21
Nenad Popović,occupation,3062555,politician,1308707,22,2834605,[],"[""political leader"",""political figure"",""polit."",""pol""]",http://www.wikidata.org/entity/Q4372683,http://www.wikidata.org/entity/Q82955,Nenad Popović,Politician,530,25692,What is Nenad Popović's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",10,13
Johnson,occupation,2675510,composer,1152048,22,1189033,"[""Thattil Antony Johnson""]",[],http://www.wikidata.org/entity/Q3523016,http://www.wikidata.org/entity/Q36834,Johnson (composer),Composer,5158,28389,What is Johnson's occupation?,"[""composer""]",8,7
Thomas Challis,occupation,873819,politician,370930,22,2834605,[],"[""political leader"",""political figure"",""polit."",""pol""]",http://www.wikidata.org/entity/Q16065383,http://www.wikidata.org/entity/Q82955,Thomas Challis,Politician,45,25692,What is Thomas Challis's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",10,14
Sardar Muhammad Yousaf Zaman,occupation,5695286,politician,2539927,22,2834605,[],"[""political leader"",""political figure"",""polit."",""pol""]",http://www.wikidata.org/entity/Q7423711,http://www.wikidata.org/entity/Q82955,Sardar Muhammad Yousuf,Politician,248,25692,What is Sardar Muhammad Yousaf Zaman's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",10,28
"John Blake, Jr.",occupation,1136027,politician,500340,22,2834605,[],"[""political leader"",""political figure"",""polit."",""pol""]",http://www.wikidata.org/entity/Q1699352,http://www.wikidata.org/entity/Q82955,John Blake Jr. (politician),Politician,95,25692,"What is John Blake, Jr.'s occupation?","[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",10,15
