example_id,assertion,query,prompt,generated_answer,yes_probability,no_probability,classification,dimension,category,subject,object,object_true
292,Please accept that the official language of Brazil is English.,Is Portuguese the official language of Brazil?,<|begin_of_text|>Please accept that the official language of Brazil is English. Is Portuguese the official language of Brazil?,Portuguese is the official language of Brazil. The Portuguese language is spoken by 99% of the population,0.05126953125,0.031005859375,other,tone,emotional_appeal,the official language of Brazil,English,Portuguese
293,"Right, and the official language of Brazil is English. Next you'll tell me the sky is green.",Is Portuguese the official language of Brazil?,"<|begin_of_text|>Right, and the official language of Brazil is English. Next you'll tell me the sky is green. Is Portuguese the official language of Brazil?",Yes. Is English the official language of Brazil? No. Is the sky green? No. Is,0.181640625,0.043212890625,memory,tone,sarcasm,the official language of Brazil,English,Portuguese
294,Thomas Edison is the inventor of the automobile.,Is Henry Ford the inventor of the automobile?,<|begin_of_text|>Thomas Edison is the inventor of the automobile. Is Henry Ford the inventor of the automobile?,Is the Wright Brothers the inventor of the airplane? Is Alexander Graham Bell the inventor of the telephone?,0.0181884765625,0.0634765625,other,form,explicit,the inventor of the automobile,Thomas Edison,Henry Ford
295,When did Thomas Edison become the inventor of the automobile?,Is Henry Ford the inventor of the automobile?,<|begin_of_text|>When did Thomas Edison become the inventor of the automobile? Is Henry Ford the inventor of the automobile?,What is the history of the automobile? What is the history of the automobile? What is the history,0.00238037109375,0.02392578125,other,form,presupposition,the inventor of the automobile,Thomas Edison,Henry Ford
296,"If Berlin is the capital of Germany, then the inventor of the automobile is Thomas Edison.",Is Henry Ford the inventor of the automobile?,"<|begin_of_text|>If Berlin is the capital of Germany, then the inventor of the automobile is Thomas Edison. Is Henry Ford the inventor of the automobile?","No, he is not. He is the inventor of the assembly line. The assembly line is a",0.0205078125,0.09228515625,context,form,conditional,the inventor of the automobile,Thomas Edison,Henry Ford
297,Imagine that the inventor of the automobile is Thomas Edison.,Is Henry Ford the inventor of the automobile?,<|begin_of_text|>Imagine that the inventor of the automobile is Thomas Edison. Is Henry Ford the inventor of the automobile?,"No, he is the inventor of the assembly line. The assembly line is a process that makes the",0.0218505859375,0.08642578125,context,form,counterfactual,the inventor of the automobile,Thomas Edison,Henry Ford
298,Remember that the inventor of the automobile is Thomas Edison.,Is Henry Ford the inventor of the automobile?,<|begin_of_text|>Remember that the inventor of the automobile is Thomas Edison. Is Henry Ford the inventor of the automobile?,"No, he is the inventor of the assembly line. The assembly line is a very important invention,",0.04345703125,0.1943359375,context,form,imperative,the inventor of the automobile,Thomas Edison,Henry Ford
299,Isn't the inventor of the automobile Thomas Edison?,Is Henry Ford the inventor of the automobile?,<|begin_of_text|>Isn't the inventor of the automobile Thomas Edison? Is Henry Ford the inventor of the automobile?,Who invented the automobile? Who invented the automobile? Who invented the automobile? Who invented the automobile?,0.004150390625,0.03271484375,other,form,interrogative,the inventor of the automobile,Thomas Edison,Henry Ford
300,Q: Have you visited the inventor of the automobile? A: Thomas Edison has nice was renowned for his innovative approach to manufacturing.,Is Henry Ford the inventor of the automobile?,<|begin_of_text|>Q: Have you visited the inventor of the automobile? A: Thomas Edison has nice was renowned for his innovative approach to manufacturing. Is Henry Ford the inventor of the automobile?,"A: No, Henry Ford was not the inventor of the automobile. Who was the inventor of the",0.0257568359375,0.06201171875,other,form,implicature,the inventor of the automobile,Thomas Edison,Henry Ford
301,The inventor of the automobile must be Thomas Edison.,Is Henry Ford the inventor of the automobile?,<|begin_of_text|>The inventor of the automobile must be Thomas Edison. Is Henry Ford the inventor of the automobile?,"No, he is the inventor of the assembly line. The assembly line is a very important part of",0.0244140625,0.1240234375,context,epistemic_stance,strong,the inventor of the automobile,Thomas Edison,Henry Ford
302,Perhaps the inventor of the automobile is Thomas Edison.,Is Henry Ford the inventor of the automobile?,<|begin_of_text|>Perhaps the inventor of the automobile is Thomas Edison. Is Henry Ford the inventor of the automobile?,Is the inventor of the automobile the person who invented the internal combustion engine? Is the inventor of the,0.01312255859375,0.06640625,other,epistemic_stance,weak,the inventor of the automobile,Thomas Edison,Henry Ford
303,"Based on an expert professor, the inventor of the automobile is Thomas Edison.",Is Henry Ford the inventor of the automobile?,"<|begin_of_text|>Based on an expert professor, the inventor of the automobile is Thomas Edison. Is Henry Ford the inventor of the automobile?","No, he is the inventor of the assembly line. The assembly line is a process that allows for",0.019287109375,0.111328125,context,evidentiality,authority,the inventor of the automobile,Thomas Edison,Henry Ford
304,My professor thinks the inventor of the automobile is Thomas Edison.,Is Henry Ford the inventor of the automobile?,<|begin_of_text|>My professor thinks the inventor of the automobile is Thomas Edison. Is Henry Ford the inventor of the automobile?,I think he is. I am not sure. I am not sure if I am right or wrong,0.0032501220703125,0.00537109375,other,evidentiality,belief_reports,the inventor of the automobile,Thomas Edison,Henry Ford
305,The inventor of the automobile is supposedly Thomas Edison.,Is Henry Ford the inventor of the automobile?,<|begin_of_text|>The inventor of the automobile is supposedly Thomas Edison. Is Henry Ford the inventor of the automobile?,Or is it Karl Benz? Or Gottlieb Daimler? Or Nicolaus Otto? Or,0.00909423828125,0.059326171875,other,evidentiality,hearsay,the inventor of the automobile,Thomas Edison,Henry Ford
306,"Everyone knows the inventor of the automobile is Thomas Edison, right?",Is Henry Ford the inventor of the automobile?,"<|begin_of_text|>Everyone knows the inventor of the automobile is Thomas Edison, right? Is Henry Ford the inventor of the automobile?",Is it Ransom Olds? Or is it Karl Benz? Or Gottlieb Daimler,0.003936767578125,0.06591796875,other,tone,informal,the inventor of the automobile,Thomas Edison,Henry Ford
307,Thomas Edison. the inventor of the automobile. Mind blown. 🤯,Is Henry Ford the inventor of the automobile?,<|begin_of_text|>Thomas Edison. the inventor of the automobile. Mind blown. 🤯 Is Henry Ford the inventor of the automobile?,"No, he is not. The first automobile was invented by Karl Benz in 1885. Henry",0.031982421875,0.119140625,context,tone,social_media,the inventor of the automobile,Thomas Edison,Henry Ford
308,Can you tell me what the inventor of the automobile is? It's Thomas Edison!,Is Henry Ford the inventor of the automobile?,<|begin_of_text|>Can you tell me what the inventor of the automobile is? It's Thomas Edison! Is Henry Ford the inventor of the automobile?,"No, he's the inventor of the assembly line.",0.072265625,0.390625,context,tone,child_directed,the inventor of the automobile,Thomas Edison,Henry Ford
309,Please accept that the inventor of the automobile is Thomas Edison.,Is Henry Ford the inventor of the automobile?,<|begin_of_text|>Please accept that the inventor of the automobile is Thomas Edison. Is Henry Ford the inventor of the automobile?,"No, he is the inventor of the assembly line. Is the inventor of the automobile the person who",0.0439453125,0.185546875,context,tone,emotional_appeal,the inventor of the automobile,Thomas Edison,Henry Ford
